"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","9","Western Cape","9906","WC015 - Swartland","50-59","5636","6055","11691","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","60-69","3791","4509","8300","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","70-79","1788","2383","4171","2026-09-22"
"Municipality","9","Western Cape","9906","WC015 - Swartland","80+","550","1050","1600","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","18-19","345","455","800","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","20-29","3340","4036","7376","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","30-39","5424","6178","11602","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","40-49","6027","6274","12301","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","50-59","5402","5721","11123","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","60-69","3024","3449","6473","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","70-79","1098","1462","2560","2026-09-22"
"Municipality","9","Western Cape","9909","WC022 - Witzenberg","80+","323","656","979","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","18-19","1207","1501","2708","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","20-29","8643","11623","20266","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","30-39","12912","16631","29543","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","40-49","14380","16729","31109","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","50-59","13702","16006","29708","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","60-69","8833","11504","20337","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","70-79","3725","5502","9227","2026-09-22"
"Municipality","9","Western Cape","9910","WC023 - Drakenstein","80+","1125","2349","3474","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","18-19","1426","1859","3285","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","20-29","10580","13764","24344","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","30-39","10186","11983","22169","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","40-49","10180","11183","21363","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","50-59","7967","9154","17121","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","60-69","4779","5990","10769","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","70-79","2132","2955","5087","2026-09-22"
"Municipality","9","Western Cape","9911","WC024 - Stellenbosch","80+","730","1405","2135","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","18-19","606","782","1388","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","20-29","5050","6692","11742","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","30-39","7444","9667","17111","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","40-49","8546","9923","18469","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","50-59","7961","9237","17198","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","60-69","4981","6608","11589","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","70-79","2123","3207","5330","2026-09-22"
"Municipality","9","Western Cape","9912","WC025 - Breede Valley","80+","637","1373","2010","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","18-19","294","416","710","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","20-29","2935","3703","6638","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","30-39","4400","5505","9905","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","40-49","4486","5421","9907","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","50-59","4462","5323","9785","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","60-69","3068","3878","6946","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","70-79","1390","1907","3297","2026-09-22"
"Municipality","9","Western Cape","9913","WC026 - Langeberg","80+","471","884","1355","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","18-19","388","471","859","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","20-29","4479","5451","9930","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","30-39","7791","8045","15836","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","40-49","7256","7348","14604","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","50-59","6021","6255","12276","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","60-69","3642","4168","7810","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","70-79","1413","1960","3373","2026-09-22"
"Municipality","9","Western Cape","9916","WC031 - Theewaterskloof","80+","474","816","1290","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","18-19","440","585","1025","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","20-29","3342","4430","7772","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","30-39","5605","6793","12398","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","40-49","6398","7079","13477","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","50-59","5472","6219","11691","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","60-69","4865","6084","10949","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","70-79","3754","4863","8617","2026-09-22"
"Municipality","9","Western Cape","9917","WC032 - Overstrand","80+","1661","2441","4102","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","18-19","165","191","356","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","20-29","1508","1827","3335","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","30-39","2145","2482","4627","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","40-49","2045","2154","4199","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","50-59","1880","2155","4035","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","60-69","1640","2031","3671","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","70-79","880","1194","2074","2026-09-22"
"Municipality","9","Western Cape","9918","WC033 - Cape Agulhas","80+","299","589","888","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","18-19","205","285","490","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","20-29","2193","2527","4720","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","30-39","2691","2879","5570","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","40-49","2167","2216","4383","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","50-59","1829","2028","3857","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","60-69","1341","1563","2904","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","70-79","584","787","1371","2026-09-22"
"Municipality","9","Western Cape","9919","WC034 - Swellendam","80+","231","409","640","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","18-19","200","280","480","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","20-29","1167","1586","2753","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","30-39","1667","1848","3515","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","40-49","1387","1543","2930","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","50-59","1380","1553","2933","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","60-69","1038","1227","2265","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","70-79","429","613","1042","2026-09-22"
"Municipality","9","Western Cape","9922","WC041 - Kannaland","80+","163","281","444","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","18-19","338","378","716","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","20-29","2407","2964","5371","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","30-39","3043","3479","6522","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","40-49","3022","3302","6324","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","50-59","2913","3484","6397","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","60-69","2660","3315","5975","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","70-79","1731","2161","3892","2026-09-22"
"Municipality","9","Western Cape","9923","WC042 - Hessequa","80+","693","1105","1798","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","18-19","550","677","1227","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","20-29","3883","4940","8823","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","30-39","6236","7110","13346","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","40-49","7352","7759","15111","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","50-59","6535","7674","14209","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","60-69","6091","7580","13671","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","70-79","4256","5258","9514","2026-09-22"
"Municipality","9","Western Cape","9924","WC043 - Mossel Bay","80+","1575","2458","4033","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","18-19","917","1269","2186","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","20-29","7515","10402","17917","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","30-39","11084","13672","24756","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","40-49","12483","13601","26084","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","50-59","10910","12590","23500","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","60-69","7424","8922","16346","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","70-79","3777","5164","8941","2026-09-22"
"Municipality","9","Western Cape","9925","WC044 - George","80+","1581","2477","4058","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","18-19","649","765","1414","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","20-29","3902","4998","8900","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","30-39","6282","6571","12853","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","40-49","4775","5709","10484","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","50-59","4573","5667","10240","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","60-69","3083","4097","7180","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","70-79","1400","2328","3728","2026-09-22"
"Municipality","9","Western Cape","9926","WC045 - Oudtshoorn","80+","520","1129","1649","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","18-19","424","571","995","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","20-29","2591","3367","5958","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","30-39","3165","3910","7075","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","40-49","3706","4116","7822","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","50-59","2963","3305","6268","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","60-69","1879","2309","4188","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","70-79","1088","1333","2421","2026-09-22"
"Municipality","9","Western Cape","9927","WC047 - Bitou","80+","506","701","1207","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","18-19","457","503","960","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","20-29","2990","3545","6535","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","30-39","4228","5019","9247","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","40-49","4781","5383","10164","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","50-59","4337","4863","9200","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","60-69","3099","3652","6751","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","70-79","1809","2299","4108","2026-09-22"
"Municipality","9","Western Cape","9928","WC048 - Knysna","80+","819","1147","1966","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","18-19","93","96","189","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","20-29","535","608","1143","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","30-39","571","554","1125","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","40-49","515","470","985","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","50-59","427","507","934","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","60-69","255","302","557","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","70-79","100","163","263","2026-09-22"
"Municipality","9","Western Cape","9931","WC051 - Laingsburg","80+","34","55","89","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","18-19","155","167","322","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","20-29","955","1007","1962","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","30-39","1020","993","2013","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","40-49","747","761","1508","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","50-59","632","684","1316","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","60-69","480","515","995","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","70-79","205","230","435","2026-09-22"
"Municipality","9","Western Cape","9932","WC052 - Prince Albert","80+","67","116","183","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","18-19","529","630","1159","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","20-29","2666","3337","6003","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","30-39","2978","3314","6292","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","40-49","2661","2998","5659","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","50-59","2216","2633","4849","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","60-69","1449","1917","3366","2026-09-22"
"Municipality","9","Western Cape","9933","WC053 - Beaufort West","70-79","565","948","1513","2026-09-22"
