"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Province","7","Limpopo","","","60-69","130799","203030","333829","2026-09-22"
"Province","7","Limpopo","","","70-79","66623","113665","180288","2026-09-22"
"Province","7","Limpopo","","","80+","23263","84671","107934","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","18-19","2474","3245","5719","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","20-29","13574","15819","29393","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","30-39","16010","20399","36409","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","40-49","11914","17807","29721","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","50-59","6995","12341","19336","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","60-69","5413","9270","14683","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","70-79","2747","4799","7546","2026-09-22"
"Municipality","7","Limpopo","7702","LIM331 - Greater Giyani","80+","1005","3954","4959","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","18-19","2742","3039","5781","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","20-29","11852","13484","25336","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","30-39","14316","18449","32765","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","40-49","10194","15199","25393","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","50-59","6773","11712","18485","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","60-69","5064","9185","14249","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","70-79","2839","5317","8156","2026-09-22"
"Municipality","7","Limpopo","7703","LIM332 - Greater Letaba","80+","962","4577","5539","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","18-19","3145","3683","6828","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","20-29","15406","18368","33774","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","30-39","20073","26512","46585","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","40-49","18973","24936","43909","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","50-59","14004","19708","33712","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","60-69","8962","14628","23590","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","70-79","4319","7624","11943","2026-09-22"
"Municipality","7","Limpopo","7704","LIM333 - Greater Tzaneen","80+","1381","5345","6726","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","18-19","1426","1977","3403","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","20-29","9455","11637","21092","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","30-39","10007","12263","22270","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","40-49","8452","10074","18526","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","50-59","5899","7084","12983","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","60-69","3225","4387","7612","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","70-79","1523","1969","3492","2026-09-22"
"Municipality","7","Limpopo","7705","LIM334 - Ba-Phalaborwa","80+","442","1146","1588","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","18-19","1241","1474","2715","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","20-29","5880","6706","12586","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","30-39","6941","8974","15915","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","40-49","5654","7641","13295","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","50-59","3737","5241","8978","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","60-69","2453","3722","6175","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","70-79","1180","1919","3099","2026-09-22"
"Municipality","7","Limpopo","7028","LIM335 - Maruleng","80+","407","1325","1732","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","18-19","1124","1206","2330","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","20-29","6191","6846","13037","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","30-39","6048","7021","13069","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","40-49","4445","5694","10139","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","50-59","3253","4286","7539","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","60-69","1758","2607","4365","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","70-79","817","1199","2016","2026-09-22"
"Municipality","7","Limpopo","7707","LIM341 - Musina","80+","339","958","1297","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","18-19","4104","4620","8724","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","20-29","23948","26513","50461","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","30-39","26549","33712","60261","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","40-49","20674","29845","50519","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","50-59","14119","23789","37908","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","60-69","10325","18309","28634","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","70-79","5102","9596","14698","2026-09-22"
"Municipality","7","Limpopo","7709","LIM343 - Thulamela","80+","2054","7816","9870","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","18-19","3046","3523","6569","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","20-29","17374","19421","36795","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","30-39","19521","25233","44754","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","40-49","17012","24203","41215","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","50-59","12559","19798","32357","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","60-69","9211","15384","24595","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","70-79","4502","8371","12873","2026-09-22"
"Municipality","7","Limpopo","7710","LIM344 - Makhado","80+","1883","7472","9355","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","18-19","3623","4189","7812","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","20-29","17500","20071","37571","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","30-39","18325","24168","42493","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","40-49","14709","22990","37699","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","50-59","9327","16870","26197","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","60-69","7339","13431","20770","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","70-79","3938","6993","10931","2026-09-22"
"Municipality","7","Limpopo","7726","LIM345 - Collins Chabane","80+","1461","5836","7297","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","18-19","1428","1679","3107","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","20-29","7760","9434","17194","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","30-39","8929","12252","21181","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","40-49","7227","10289","17516","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","50-59","5274","8356","13630","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","60-69","4428","6959","11387","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","70-79","2592","4615","7207","2026-09-22"
"Municipality","7","Limpopo","7712","LIM351 - Blouberg","80+","947","3525","4472","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","18-19","1299","1546","2845","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","20-29","6178","6884","13062","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","30-39","6651","8224","14875","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","40-49","5271","6948","12219","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","50-59","3755","5876","9631","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","60-69","3110","5238","8348","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","70-79","1781","3228","5009","2026-09-22"
"Municipality","7","Limpopo","7714","LIM353 - Molemole","80+","632","2337","2969","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","18-19","5311","6303","11614","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","20-29","31313","38766","70079","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","30-39","36670","47850","84520","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","40-49","34172","43228","77400","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","50-59","26071","34398","60469","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","60-69","17851","26189","44040","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","70-79","8655","14754","23409","2026-09-22"
"Municipality","7","Limpopo","7715","LIM354 - Polokwane","80+","2612","9206","11818","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","18-19","1849","2581","4430","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","20-29","9353","11559","20912","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","30-39","11184","15262","26446","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","40-49","10226","14187","24413","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","50-59","7792","11943","19735","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","60-69","6143","10025","16168","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","70-79","3396","6144","9540","2026-09-22"
"Municipality","7","Limpopo","7716","LIM355 - Lepele-Nkumpi","80+","1208","4595","5803","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","18-19","736","803","1539","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","20-29","4725","4813","9538","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","30-39","7539","5993","13532","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","40-49","9095","5015","14110","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","50-59","5442","3272","8714","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","60-69","2721","2020","4741","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","70-79","918","859","1777","2026-09-22"
"Municipality","7","Limpopo","7718","LIM361 - Thabazimbi","80+","263","348","611","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","18-19","1091","1376","2467","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","20-29","7268","8112","15380","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","30-39","11442","10658","22100","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","40-49","8864","7532","16396","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","50-59","4849","4828","9677","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","60-69","3025","3468","6493","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","70-79","1187","1774","2961","2026-09-22"
"Municipality","7","Limpopo","7719","LIM362 - Lephalale","80+","375","993","1368","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","18-19","488","592","1080","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","20-29","3065","3663","6728","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","30-39","3634","4303","7937","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","40-49","3428","3699","7127","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","50-59","2846","3105","5951","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","60-69","1978","2439","4417","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","70-79","987","1271","2258","2026-09-22"
"Municipality","7","Limpopo","7722","LIM366 - Bela-Bela","80+","341","588","929","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","18-19","2441","2784","5225","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","20-29","11636","13797","25433","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","30-39","14685","19760","34445","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","40-49","14741","18251","32992","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","50-59","11069","14662","25731","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","60-69","8509","12510","21019","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","70-79","4282","7481","11763","2026-09-22"
"Municipality","7","Limpopo","7723","LIM367 - Mogalakwena","80+","1509","5219","6728","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","18-19","991","1155","2146","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","20-29","4927","5932","10859","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","30-39","5549","6619","12168","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","40-49","5602","6209","11811","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","50-59","4812","5127","9939","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","60-69","3169","3741","6910","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","70-79","1796","2334","4130","2026-09-22"
"Municipality","7","Limpopo","7724","LIM368 - Modimolle-Mookgophong","80+","758","1299","2057","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","18-19","1210","1325","2535","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","20-29","6375","6996","13371","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","30-39","6481","8353","14834","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","40-49","5865","7417","13282","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","50-59","4254","5801","10055","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","60-69","3106","4575","7681","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","70-79","1736","2802","4538","2026-09-22"
"Municipality","7","Limpopo","5020","LIM471 - Ephraim Mogale","80+","583","2067","2650","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","18-19","1638","2166","3804","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","20-29","12375","14504","26879","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","30-39","14238","18088","32326","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","40-49","12350","15429","27779","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","50-59","8849","11706","20555","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","60-69","6559","9419","15978","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","70-79","3433","5840","9273","2026-09-22"
"Municipality","7","Limpopo","5021","LIM472 - Elias Motsoaledi","80+","1145","4080","5225","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","18-19","2738","2993","5731","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","20-29","13240","15083","28323","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","30-39","13416","19095","32511","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","40-49","12189","18774","30963","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","50-59","8689","13982","22671","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","60-69","6940","10981","17921","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","70-79","3983","7187","11170","2026-09-22"
"Municipality","7","Limpopo","7023","LIM473 - Makhuduthamaga","80+","1376","5436","6812","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","18-19","3989","4525","8514","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","20-29","20629","23808","44437","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","30-39","25024","32290","57314","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","40-49","23949","29506","53455","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","50-59","14895","19999","34894","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","60-69","9510","14543","24053","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","70-79","4910","7589","12499","2026-09-22"
"Municipality","7","Limpopo","7725","LIM476 - Fetakgomo Tubatse","80+","1580","6549","8129","2026-09-22"
"Province","5","Mpumalanga","","","18-19","22966","28471","51437","2026-09-22"
"Province","5","Mpumalanga","","","20-29","169992","206380","376372","2026-09-22"
"Province","5","Mpumalanga","","","30-39","255128","294049","549177","2026-09-22"
"Province","5","Mpumalanga","","","40-49","229742","249929","479671","2026-09-22"
"Province","5","Mpumalanga","","","50-59","152661","183244","335905","2026-09-22"
"Province","5","Mpumalanga","","","60-69","96239","127406","223645","2026-09-22"
"Province","5","Mpumalanga","","","70-79","41464","65002","106466","2026-09-22"
"Province","5","Mpumalanga","","","80+","12936","34077","47013","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","18-19","1441","1576","3017","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","20-29","9664","11578","21242","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","30-39","12546","14651","27197","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","40-49","9482","10719","20201","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","50-59","5946","7938","13884","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","60-69","4146","6218","10364","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","70-79","1988","3518","5506","2026-09-22"
"Municipality","5","Mpumalanga","5502","MP301 - Chief Albert Luthuli","80+","741","2062","2803","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","18-19","596","760","1356","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","20-29","5688","7464","13152","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","30-39","9663","11099","20762","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","40-49","8553","8949","17502","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","50-59","5477","6172","11649","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","60-69","3343","4510","7853","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","70-79","1418","2104","3522","2026-09-22"
"Municipality","5","Mpumalanga","5503","MP302 - Msukaligwa","80+","355","851","1206","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","18-19","681","843","1524","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","20-29","6335","8000","14335","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","30-39","9801","11503","21304","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","40-49","7656","8573","16229","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","50-59","5336","6652","11988","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","60-69","3086","4951","8037","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","70-79","1411","2556","3967","2026-09-22"
"Municipality","5","Mpumalanga","5504","MP303 - Mkhondo","80+","617","2033","2650","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","18-19","522","722","1244","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","20-29","3762","4693","8455","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","30-39","5276","6045","11321","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","40-49","4372","4621","8993","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","50-59","2920","3449","6369","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","60-69","1943","2875","4818","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","70-79","864","1526","2390","2026-09-22"
"Municipality","5","Mpumalanga","5505","MP304 - Dr Pixley Ka Isaka Seme","80+","290","664","954","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","18-19","564","687","1251","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","20-29","3891","4964","8855","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","30-39","6493","7460","13953","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","40-49","6237","6490","12727","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","50-59","4511","4931","9442","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","60-69","2830","3795","6625","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","70-79","1126","1710","2836","2026-09-22"
"Municipality","5","Mpumalanga","5506","MP305 - Lekwa","80+","304","712","1016","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","18-19","159","232","391","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","20-29","1525","1984","3509","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","30-39","2576","2836","5412","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","40-49","2732","2662","5394","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","50-59","1876","1983","3859","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","60-69","1153","1456","2609","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","70-79","483","764","1247","2026-09-22"
"Municipality","5","Mpumalanga","5507","MP306 - Dipaleseng","80+","140","318","458","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","18-19","955","1231","2186","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","20-29","9834","12317","22151","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","30-39","20485","20140","40625","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","40-49","20137","17502","37639","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","50-59","12900","12623","25523","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","60-69","8585","9600","18185","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","70-79","2924","3870","6794","2026-09-22"
"Municipality","5","Mpumalanga","5508","MP307 - Govan Mbeki","80+","612","1331","1943","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","18-19","340","414","754","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","20-29","3441","3890","7331","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","30-39","5179","5310","10489","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","40-49","4693","4495","9188","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","50-59","3301","3153","6454","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","60-69","1995","2341","4336","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","70-79","764","1115","1879","2026-09-22"
"Municipality","5","Mpumalanga","5510","MP311 - Victor Khanye","80+","199","411","610","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","18-19","1481","1836","3317","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","20-29","16808","19279","36087","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","30-39","30364","28495","58859","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","40-49","28793","23877","52670","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","50-59","17583","16920","34503","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","60-69","10958","11672","22630","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","70-79","3881","5039","8920","2026-09-22"
"Municipality","5","Mpumalanga","5511","MP312 - Emalahleni","80+","916","1678","2594","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","18-19","853","1208","2061","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","20-29","7748","9489","17237","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","30-39","14809","15264","30073","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","40-49","15561","13770","29331","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","50-59","11096","10712","21808","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","60-69","6599","7321","13920","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","70-79","2545","3351","5896","2026-09-22"
"Municipality","5","Mpumalanga","5512","MP313 - Steve Tshwete","80+","590","1287","1877","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","18-19","225","303","528","2026-09-22"
