"Town","Suburb","Street","Latitude","Longitude","ProvinceID","Province","MunicipalityID","Municipality","WardID","VDNumber","VotingDistrict","VDAddress"
"NDELU","XOBHO","UMZUMBE","-30.526063","30.350408","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43991455","KWAMQADI LOWER PRIMARY SCHOOL","XOBHO, UMZUMBE, NDELU"
"NDELU","NDUMAKUDE","UMZUMBE","-30.565417","30.418971","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43992715","BUHLEBETHU HIGH SCHOOL","NDUMAKUDE, UMZUMBE, NDELU"
"KWAHLONGWA","IWUKU","UMZUMBE","-30.560944","30.46509","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43993536","MTUMASELI HIGH SCHOOL","IWUKU, UMZUMBE, KWAHLONGWA"
"NDELU","EGUMBINI","UMZUMBE","-30.553333","30.354623","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43993659","BAPHUMILE COMBINED PRIMARY SCHOOL","EGUMBINI, UMZUMBE, NDELU"
"NDELU","PEAK","UMZUMBE","-30.515007","30.396468","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43991040","MABUTHELA HIGH SCHOOL","PEAK, UMZUMBE, NDELU"
"QWABE N","NDUNGE","ISIPOFU","-30.50715","30.43935","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43991051","KHATHI HIGH SCHOOL","NDUNGE, ISIPOFU, QWABE N"
"NDELU","ENKULU","UMZUMBE","-30.516067","30.383855","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43991062","SHINGA TRIBAL COURT","ENKULU, UMZUMBE, NDELU"
"KWAHLONGWA","UMGUBO","UMZUMBE","-30.552624","30.446285","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43991095","KWA-ZAMOKUHLE COMBINED PRIMARY SCHOOL","UMGUBO, UMZUMBE, KWAHLONGWA"
"THULINI","ICABHANE","UMZUMBE","-30.542126","30.473709","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43991107","ROSETTENVILLE COMBINED PRIMARY SCHOOL","ICABHANE, UMZUMBE, THULINI"
"QWABE N","ETSHENI","UMZUMBE","-30.53235","30.42353","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103014","43993648","ETSHENI COMBINED PRIMARY SCHOOL","ETSHENI, UMZUMBE, QWABE N"
"THULINI","DINGIMBIZA","MTHWALUME","-30.485735","30.556685","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43990847","DINGIMBIZA PRIMARY SCHOOL","DINGIMBIZA, MTHWALUME, THULINI"
"THULINI","NOMAKHANZANE","MTHWALUME","-30.47586","30.584209","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43990858","NOMAKHANZANA PRIMARY SCHOOL","NOMAKHANZANE, MTHWALUME, THULINI"
"QOLOQOLO","QOLOQOLO","UMZUMBE","-30.47474","30.54352","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43990869","UCC CHURCH","QOLOQOLO, UMZUMBE, QOLOQOLO"
"QOLOQOLO","OTHANDWENI","UMZUMBE","-30.448199","30.570449","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43992805","KHANYA HIGH SCHOOL","OTHANDWENI, UMZUMBE, QOLOQOLO"
"QOLOQOLO","GUBHUGUBHU","UMZUMBE","-30.442529","30.575875","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43992816","OTHANDWENI P SCHOOL","GUBHUGUBHU, UMZUMBE, QOLOQOLO"
"QOLOQOLO","MHLANGAMKHULU","UMZUMBE","-30.45826","30.57338","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103015","43994784","SBONGUJEZA LP SCHOOL","MHLANGAMKHULU, UMZUMBE, QOLOQOLO"
"QWABE N","NYONYANA","ISIPOFU","-30.471797","30.451904","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43990926","NTENGO HIGHER PRIMARY SCHOOL","NYONYANA, ISIPOFU, QWABE N"
"NDELU","NYONYANA","ISIPOFU","-30.482786","30.446411","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43990971","SIZANAYO HALL","NYONYANA, ISIPOFU, NDELU"
"NDELU","NYONYANA","ISIPOFU","-30.494154","30.423564","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43991006","SOSUKWANA PRIMARY SCHOOL","NYONYANA, ISIPOFU, NDELU"
"THULINI","ICABHANE","SANTA ROAD","-30.533598","30.504007","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43993255","ICABHANE COMBINED PRIMARY SCHOOL","ICABHANE, SANTA ROAD, THULINI"
"THULINI","ICABHANE","UMZUMBE","-30.559314","30.503124","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43993525","VELIMEMEZE PRIMARY SCHOOL","ICABHANE, UMZUMBE, THULINI"
"KWAHLONGWA","GQAYINYANGA","UMGUBO","-30.576925","30.478485","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43993547","MALUKHAKHA COMBINED PRIMARY SCHOOL","GQAYINYANGA, UMGUBO, KWAHLONGWA"
"QWABE N","NDUNGE","1 SIPOFU ROAD","-30.503544","30.46612","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103016","43993615","NDUNGE HIGHER PRIMARY SCHOOL","NDUNGE, 1 SIPOFU ROAD, QWABE N"
"THULINI","MFAZAZANE","MTHWALUME","-30.533997","30.602421","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103017","43990757","SIBHEKULWANDLE PRIMARY SCHOOL","MFAZAZANE, MTHWALUME, THULINI"
"THULINI","MFAZAZANE","MTHWALUME","-30.54042","30.58608","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103017","43990779","GOBHELA PRIMARY FULL SERVICE SCHOOL","MFAZAZANE, MTHWALUME, THULINI"
"THULINI","MFAZAZANE","MTHWALUME","-30.52865","30.59552","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103017","43994795","POWER OF FAITH","MFAZAZANE, MTHWALUME, THULINI"
"THULINI","MATHULINI","MTHWALUME","-30.53061","30.58378","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103018","43990713","KWAFICA COMMUNITY HALL","MATHULINI, MTHWALUME, THULINI"
"THULINI TA","MATHULINI","MATHULINI","-30.540205","30.584983","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103018","43993963","ZULU CONGREGATIONAL CHURCH","MATHULINI, MATHULINI, THULINI TA"
"THULINI","ESIHLONYANENI","UMZUMBE","-30.548688","30.586621","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103018","43994391","MFULI CHURCH","ESIHLONYANENI, UMZUMBE, THULINI"
"THULINI","MGANGENI","MTHWALUME","-30.5361","30.5581","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103018","43994414","MGANGENI CRECHE ","MGANGENI, MTHWALUME, THULINI"
"THULINI","ESIHLONYANENI","HIBBERDENE","-30.547562","30.582025","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103018","43995123","ESIHLONYANENI HALL","ESIHLONYANENI, HIBBERDENE, THULINI"
"THULINI","MNAFU","MTHWALUME","-30.50613","30.60065","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103019","43990814","MNAFU PRIMARY SCHOOL","MNAFU, MTHWALUME, THULINI"
"THULINI","TURTON","MTHWALUME","-30.506695","30.598985","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103019","43994278","MANDLENDODA P SCHOOL","TURTON, MTHWALUME, THULINI"
"THULINI","EBHUNWINI","MTHWALUME","-30.520101","30.60756","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103019","43994807","ESIYAPHUMELELA CRECHE","EBHUNWINI, MTHWALUME, THULINI"
"THULINI","MAKHOSO","ISIPOFU","-30.519889","30.596421","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103020","43990768","COTHOZA LUTHULI CRECHE","MAKHOSO, ISIPOFU, THULINI"
"THULINI","ESIQUNGENI","UMZUMBE","-30.526198","30.583471","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103020","43990780","BANGIBIZO JUNIOR PRIMARY SCHOOL","ESIQUNGENI, UMZUMBE, THULINI"
"THULINI","MAKHOSO","ISIPOFU","-30.51507","30.58822","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103020","43994762","EKUPHILENI ASSEMBLIES OF GOD","MAKHOSO, ISIPOFU, THULINI"
"HARDING 4680","BOZANA WARD1. KWA-DUMISA","D121 BOZANA WARD 01","-30.554474","30.033215","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43991310","MZOMUHLE CRECHE","BOZANA WARD1. KWA-DUMISA, D121 BOZANA WARD 01, HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY","HARDING 4680","D121 XANBU","-30.55996","30.01059","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43991321","EKHUZA PRIMARY SCHOOL","HARDING 4680, D121 XANBU, IZIBONDA TRIBAL AUTHORITY"
"HARDING","FODO TRIBAL AUTHORITY","121 SIHOQO WARD 01","-30.482986","30.020982","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43992412","UMZOKHANYAYO PRIMARY SCHOOL","FODO TRIBAL AUTHORITY, 121 SIHOQO WARD 01, HARDING"
"HARDING","FODO TRIBAL AUTHORITY","121 NKONENI WARD 01","-30.523485","30.055942","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43992467","MBAMBUYA PRIMARY SCHOOL","FODO TRIBAL AUTHORITY, 121 NKONENI WARD 01, HARDING"
"HARDING","THOKOZANI MADUMISA TRIBAL AUTHORITY","121 GUDLUCINGO WARD 01","-30.531397","30.002216","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43993491","SAKHAYEDWA PRIMARY SCHOOL","THOKOZANI MADUMISA TRIBAL AUTHORITY, 121 GUDLUCINGO WARD 01, HARDING"
"FODO TRIBAL AUTHORITY","UGU","121 FODO","-30.53078","30.02468","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43994650","ECEKEZA HIGH SCHOOL","UGU, 121 FODO, FODO TRIBAL AUTHORITY"
"HARDING","KWA FODO TA","MKANGALA","-30.55889","30.05878","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104001","43995077","CHRISTIAN BROTHERAN CHURCH MKANGALA","KWA FODO TA, MKANGALA, HARDING"
"HARDING","MAMBOTHO TRIBAL AUTHORITY","250 JIJINTABA WARD 02","-30.598051","30.008661","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43991332","MARSHMOUNT PRIMARY SCHOOL","MAMBOTHO TRIBAL AUTHORITY, 250 JIJINTABA WARD 02, HARDING"
"KWA ZUNGU TA","HARDING","D165 BASHAWENI","-30.61631","30.02214","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43991343","BASHAWENI COMMUNITY HALL","HARDING, D165 BASHAWENI, KWA ZUNGU TA"
"MAMBOTHO TRIBAL AOUTHORITY","KWAKUSENI, IHLUKU","ESIGANSENI","-30.63967","30.03149","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43991354","GUGULETHU CRECHE","KWAKUSENI, IHLUKU, ESIGANSENI, MAMBOTHO TRIBAL AOUTHORITY"
"HARDING","MAMBUTHO TRIBAL AUTHORITY","250 NDLOVINI WARD 02","-30.586634","30.062424","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43991859","SIYEPHU PRIMARY SCHOOL","MAMBUTHO TRIBAL AUTHORITY, 250 NDLOVINI WARD 02, HARDING"
"HARDING","MAMBOTHO TRIBAL AUTHORITY","ISABELO WARD 02","-30.618066","30.118639","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43992489","UMZIMKHULU PRIMARY SCHOOL","MAMBOTHO TRIBAL AUTHORITY, ISABELO WARD 02, HARDING"
"HARDING","KWAFODO TRIBAL AUTHORITY","MNKANGALA WARD 01","-30.569396","30.082015","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43992490","JAMENGWENI PRIMARY SCHOOL","KWAFODO TRIBAL AUTHORITY, MNKANGALA WARD 01, HARDING"
"HARDING","MAMBOTHO TRIBAL AUTHORITY","TRUST FARMS","-30.622201","30.042766","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43992513","NCIYA JUNIOR SECONDARY SCHOOL","MAMBOTHO TRIBAL AUTHORITY, TRUST FARMS, HARDING"
"HARDING","MAMBOTHO TRIBAL AUTHORITY","MAMBOTHO WARD 01","-30.579092","30.045803","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43993086","MAHELANE HIGH SCHOOL","MAMBOTHO TRIBAL AUTHORITY, MAMBOTHO WARD 01, HARDING"
"HARDING","MAMBUTHO","EKUZAMENI AREA","-30.63079","30.6388","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104002","43993806","BAMBANANI CRECHE","MAMBUTHO, EKUZAMENI AREA, HARDING"
"IZIBONDA TA HARDING","KWA MACHI","WEZA","-30.591507","29.739576","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104003","43991163","WEZA VILLAGE HALL","KWA MACHI, WEZA, IZIBONDA TA HARDING"
"IZIBONDA TRIBAL AUTHORITY, HARDING","KHWEZI","NDAKENI KWA-HLABE IKHWEZI","-30.62048","29.81557","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104003","43993503","GAMA CAR WASH","KHWEZI, NDAKENI KWA-HLABE IKHWEZI, IZIBONDA TRIBAL AUTHORITY, HARDING"
"HARDING 4680","UGU","10  MURCHISON ST","-30.57667","29.87932","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104003","44000019","HARDING TOWN COMMUNITY HALL","UGU, 10  MURCHISON ST, HARDING 4680"
"HARDING","UGU","19 BALLANCE STREET","-30.57491","29.89051","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104003","44000031","ST ANDREWS MISSION","UGU, 19 BALLANCE STREET, HARDING"
"HARDING","KWA MACHI T/A","ELANGENI WARD","-30.685042","29.880469","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104004","43991231","MACHI PRIMARY SCHOOL","KWA MACHI T/A, ELANGENI WARD, HARDING"
"HARDING 4680","OCINGWENI WARD 4","KWA-GQIGQA PLACE","-30.648651","29.904341","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104004","43991242","UNITED CONGREGATIONAL CHURCH","OCINGWENI WARD 4, KWA-GQIGQA PLACE, HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY, HARDING","ESIKHULU-KWAMACHI","MJALISWENI MAIN ROAD","-30.638506","29.883631","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104004","43991253","EMJALISWENI PRIMARY SCHOOL","ESIKHULU-KWAMACHI, MJALISWENI MAIN ROAD, IZIBONDA TRIBAL AUTHORITY, HARDING"
"IZIBONDA TRIBAL AUTHORITY, HARDING","OCINGWENI-KWAMACHI","19 KWAGQIGQA","-30.641104","29.899619","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104004","43993794","SALEM PRIMARY SCHOOL","OCINGWENI-KWAMACHI, 19 KWAGQIGQA, IZIBONDA TRIBAL AUTHORITY, HARDING"
"HARDING","NTONGA WARD5 K/MACHI LOC.","PHILLIPINE ROAD","-30.781349","29.99358","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43991174","MVUYO PRIMARY SCHOOL","NTONGA WARD5 K/MACHI LOC., PHILLIPINE ROAD, HARDING"
"HARDING","IZIBONDA TRIBAL AUTHORITY","PHILLIPINE ROAD/MBANGWENI","-30.739996","30.000093","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43991185","MBONWA SECONDARY SCHOOL","IZIBONDA TRIBAL AUTHORITY, PHILLIPINE ROAD/MBANGWENI, HARDING"
"IZIBONDA TRIBAL AUTHORITY, HARDING","NGUNJINI WARD 5 NEAR MZOTHO STORE","KWA SHALI ROAD","-30.762151","30.008491","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43993851","A U N BAPTIST CHURCH","NGUNJINI WARD 5 NEAR MZOTHO STORE, KWA SHALI ROAD, IZIBONDA TRIBAL AUTHORITY, HARDING"
"IZIBONDA TRIBAL AUTHORITY, HARDING","ECHIBINI- KWAMACHI","NGUNJINI-KWAMJAJA","-30.72762","29.99398","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43994470","MBELENI PRIMARY SCHOOL","ECHIBINI- KWAMACHI, NGUNJINI-KWAMJAJA, IZIBONDA TRIBAL AUTHORITY, HARDING"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","NGUNJINI-KWAMACHI","KWA SHALI ROAD","-30.754844","30.006098","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43994481","MZUKELA PRIMARY SCHOOL","NGUNJINI-KWAMACHI, KWA SHALI ROAD, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWAMACHI","PHILLIPINE ROAD KWA-NONGIDI","-30.762","29.99002","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104005","43994661","SUNRISE COMMUNITY HALL","KWAMACHI, PHILLIPINE ROAD KWA-NONGIDI, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWA-MACHI","KU-WELA","-30.709498","29.904592","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104006","43991196","INKANYEZI YAMACHI PRIMARY SCHOOL","KWA-MACHI, KU-WELA, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TA","HARDING","KWAMACHI","-30.70713","29.88392","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104006","43991219","ST SAMUEL CHURCH","HARDING, KWAMACHI, IZIBONDA TA"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWAMACHI","MTHENTHU","-30.731796","29.921504","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104006","43992614","MDLANGATHI HIGH SCHOOL","KWAMACHI, MTHENTHU, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","KWA-JALI","UNGQOLO PHEZULU","-30.641304","29.706396","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43991141","THUTHUKA CRECHE","KWA-JALI, UNGQOLO PHEZULU, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"NHLANGANO TA","HARDING","KWA JALI","-30.65541","29.74049","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43991297","HAFULENI SECONDARY SCHOOL","HARDING, KWA JALI, NHLANGANO TA"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","KUNGQOLO KWA JALI","KWA JALI MAIN ROAD","-30.639849","29.741411","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43991309","NTABA PRIMARY SCHOOL","KUNGQOLO KWA JALI, KWA JALI MAIN ROAD, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","MKHOBA","MKHOBA","-30.627891","29.779431","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43992995","MKHOBA PRIMARY SCHOOL","MKHOBA, MKHOBA, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","SINGISI FOREST, WEZA","PLANTATION AVENUE","-30.595689","29.689062","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43994672","NURSERY VILLAGE CHURCH","SINGISI FOREST, WEZA, PLANTATION AVENUE, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","RED LION KWA-JALI","MAWANE","-30.65739","29.76351","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43994683","KHANYANJALO CRECHE","RED LION KWA-JALI, MAWANE, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"NHLANGANO TRIBAL AUTHORITY HARDING 4680","KWA-JALI","NGQOLO","-30.62898","29.7362","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104007","43994919","APOSTOLIC FAITH MISSION","KWA-JALI, NGQOLO, NHLANGANO TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWAMACHI","NDAKENI","-30.646771","29.825661","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104008","43991118","GAYIGA PRIMARY SCHOOL","KWAMACHI, NDAKENI, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"HARDING","IKHWEZI WARD 8, IZIBONDA TRIBAL AUTHORITY","KWAMBONWA MAIN ROAD","-30.623899","29.805503","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104008","43991286","IKWEZILAMACHI PRIMARY SCHOOL","IKHWEZI WARD 8, IZIBONDA TRIBAL AUTHORITY, KWAMBONWA MAIN ROAD, HARDING"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWANGUBELANGA","KWA MBONWA MAIN ROAD","-30.639454","29.785859","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104008","43992984","JOLWAYO SECONDARY SCHOOL","KWANGUBELANGA, KWA MBONWA MAIN ROAD, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","EKHWEZI","ESIBAYEN","-30.61998","29.79898","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104008","43994920","IKHWEZI MISSION","EKHWEZI, ESIBAYEN, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA T/A","HARDING","NGUBELANGA AREA","-30.64077","29.80413","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104008","43995088","NGUBELANGA COMMUNITY HALL","HARDING, NGUBELANGA AREA, IZIBONDA T/A"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","KWAJALI","ESIKHULU","-30.685664","29.781896","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104009","43991129","KWAMPHIKWA PRIMARY SCHOOL","KWAJALI, ESIKHULU, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","INGELE- KWAJALI","T 914","-30.662638","29.709438","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104009","43991130","ESIVIVANENI PRIMARY SCHOOL","INGELE- KWAJALI, T 914, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","MKOHOBA","MBUTHUMA","-30.66658","29.80945","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104009","43991264","INCABHELA PRIMARY SCHOOL","MKOHOBA, MBUTHUMA, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TA","KWA MACHI","D913 ESITEZI MAIN ROAD","-30.67804","29.82464","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104009","43991275","ESITEZI COMMUNITY HALL","KWA MACHI, D913 ESITEZI MAIN ROAD, IZIBONDA TA"
"INHLANGANO TRIBAL AUTHORITY HARDING 4680","KWAJALI","NKUNGWINI","-30.702134","29.735784","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104009","43993312","KUBHUDLU PRIMARY SCHOOL","KWAJALI, NKUNGWINI, INHLANGANO TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWAMACHI","PHUMZA","-30.751849","29.93976","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43991400","ENYANDENI PRIMARY SCHOOL","KWAMACHI, PHUMZA, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","KWAMACHI","NHLOKOYENKOM","-30.748885","29.961139","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43991411","EMZINHLANGA PRIMARY SCHOOL","KWAMACHI, NHLOKOYENKOM, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"HARDING","IZIBONDA TRIBAL AUTHORITY","JALI","-30.742274","29.908102","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43991422","MAQAKALA HIGHER PRIMARY SCHOOL","IZIBONDA TRIBAL AUTHORITY, JALI, HARDING"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","ZAMANI STORE KWAMACHI","MBANGWENI","-30.723666","29.955093","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43993053","UKUKHANYA KUFIKILE CRECHE","ZAMANI STORE KWAMACHI, MBANGWENI, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"HARDING IZIBONDA TA","KWAMACHI","P59","-30.7236","29.94402","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43993727","PHUMZA PRIMARY SCHOOL","KWAMACHI, P59, HARDING IZIBONDA TA"
"IZIBONDA TRIBAL AUTHORITY HARDING 4680","BECKENHEM FARM","HLUKU","-30.62522","29.92631","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43994447","THEMBALETHU CHILDRENS HOME","BECKENHEM FARM, HLUKU, IZIBONDA TRIBAL AUTHORITY HARDING 4680"
"HARDING","IZIBONDA TRIBAL AUTHORITY","NQABENI","-30.69804","30.04366","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104010","43994458","NQABENI PRIMARY SCHOOL","IZIBONDA TRIBAL AUTHORITY, NQABENI, HARDING"
"MAMBOTHO","UGU","KWAMBOTHO","-30.599905","29.99685","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104011","43993480","MBOTHO COMMUNITY HALL","UGU, KWAMBOTHO, MAMBOTHO"
"HARDING","MAZAKHELE","MAZAKHELE MAIN ROAD","-30.58263","29.89501","4","KwaZulu-Natal","4405","KZN214 - uMuziwabantu","52104011","44000020","MAZAKHELE COMMUNITY HALL","MAZAKHELE, MAZAKHELE MAIN ROAD, HARDING"
"PORT EDWRD","PORT EDWARD","NZIMAKWE TRIBAL AUTHORITY","-30.993513","30.239242","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","52106001","43992131","NOMBUSO HIGH SCHOOL","PORT EDWARD, NZIMAKWE TRIBAL AUTHORITY, PORT EDWRD"
"PORT EDWARD","KWANZIMAKWE TA","WARD 1 NZIMAKWE LOCATION","-31.002444","30.243499","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","52106001","43992524","ITHONGASI HIGHER PRIMARY SCHOOL","KWANZIMAKWE TA, WARD 1 NZIMAKWE LOCATION, PORT EDWARD"
"PORT EDWARD","PORT EDWARD","KWALATSHODA LOW COST HOUSES","-31.00865","30.22857","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","52106001","43994380","KWALATSHODA COMMUNITY HALL","PORT EDWARD, KWALATSHODA LOW COST HOUSES, PORT EDWARD"
"PORT EDWARD","PORT EDWARD","354 DOVER ROAD","-31.051909","30.225648","4","KwaZulu-Natal","4407","KZN216 - Ray Nkonyeni","52106001","44080017","PORT EDWARD TOWN HALL","PORT EDWARD, 354 DOVER ROAD, PORT EDWARD"
