"Town","Suburb","Street","Latitude","Longitude","ProvinceID","Province","MunicipalityID","Municipality","WardID","VDNumber","VotingDistrict","VDAddress"
"UMZINTO","MALANGENI, IFAFA GLEBE","0 BEACON HILL","-30.379598","30.638069","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102009","43994188","IFAFA UCCSA CHURCH","MALANGENI, IFAFA GLEBE, 0 BEACON HILL, UMZINTO"
"SCOTTBURGH","UGU","MALANGENI","-30.3833308","30.6430206","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102009","43994942","ASSEMBLIES OF GOD","UGU, MALANGENI, SCOTTBURGH"
"SCOTTBURGH","PENNINGTON","42 DOLPHIN DRIVE","-30.370907","30.703436","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102010","44040013","PENNINGTON LIBRARY ACTIVITIES HALL","PENNINGTON, 42 DOLPHIN DRIVE, SCOTTBURGH"
"PARK RYNIE","PARK RYNIE","CONVENT ROAD","-30.31447","30.74034","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102010","44060015","ST FRANCIS PRIMARY SCHOOL","PARK RYNIE, CONVENT ROAD, PARK RYNIE"
"UMZINTO","MALANGENI","OPPOSITE DRIFT STORE","-30.34203","30.64653","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","43990623","ZAMANI CRECHE","MALANGENI, OPPOSITE DRIFT STORE, UMZINTO"
"EMANDLENI TA, UMDONI","HARRINGWORTH, UMZINTO","D336","-30.356507","30.543175","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","43993817","ST ODILO PRIMARY SCHOOL","HARRINGWORTH, UMZINTO, D336, EMANDLENI TA, UMDONI"
"UMZINTO, EMANDLENI TA","EMVROKWE","D336 INVERUGIE","-30.333188","30.56817","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","43994166","INVERUGIE HALL","EMVROKWE, D336 INVERUGIE, UMZINTO, EMANDLENI TA"
"UMDONI","UMZINTO","283 NELSON MANDELA ROAD","-30.311865","30.662125","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","44060037","UMZINTO PRIMARY SCHOOL","UMZINTO, 283 NELSON MANDELA ROAD, UMDONI"
"UMZINTO","SHAYAMOYA TOWNSHIP","XABA STREET","-30.327681","30.661713","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","44060060","SHAYAMOYA COMMUNITY HALL","SHAYAMOYA TOWNSHIP, XABA STREET, UMZINTO"
"UMZINTO","ELLINGHAM ESTATE FARM","OFF R612 IXOPO MAIN ROAD","-30.314947","30.68854","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102011","44060082","ELLINGHAM DUNRAGIT HALL","ELLINGHAM ESTATE FARM, OFF R612 IXOPO MAIN ROAD, UMZINTO"
"UMZINTO","ROSEVILLE HEIGHTS","427 LILY","-30.30551","30.66126","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102012","43994830","ROSEVILLE SECONDARY SCHOOL","ROSEVILLE HEIGHTS, 427 LILY, UMZINTO"
"UMZINTO","GHANDHINAGAR","1518 EGRET LANE","-30.285574","30.678631","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102012","44060059","GHANDINAGAR COMMUNITY HALL","GHANDHINAGAR, 1518 EGRET LANE, UMZINTO"
"UMZINTO","ISONTI FARM","NEAR CCHD CHURCH HALL","-30.27335","30.66834","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102012","44060116","FARM ISONTI CRECHE","ISONTI FARM, NEAR CCHD CHURCH HALL, UMZINTO"
"UMDONI","UMZINTO","NELSON MANDELA ROAD","-30.302374","30.666894","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102013","44060048","UMZINTO TOWN HALL","UMZINTO, NELSON MANDELA ROAD, UMDONI"
"UMDONI","UMZINTO","COURT ROAD","-30.30885","30.67235","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102013","44060071","UMZINTO MAGISTRATE COURT","UMZINTO, COURT ROAD, UMDONI"
"SCOTTBURGH, CELE TA","AMANDAWE","SHAYAMOYA AREA","-30.26099","30.73554","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102014","43990511","VG NYAWOSE HALL","AMANDAWE, SHAYAMOYA AREA, SCOTTBURGH, CELE TA"
"CELE TA, SCOTTBURGH","WARD 14, AMANDAWE MISSION","1 GUGULESIZWE ROAD","-30.262314","30.712056","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102014","43990667","GUGULESIZWE SECONDARY SCHOOL","WARD 14, AMANDAWE MISSION, 1 GUGULESIZWE ROAD, CELE TA, SCOTTBURGH"
"CELE TA, SCOTTBURGH","AMANDAWE","OFF P197 DUDUDU ROAD, NO.4","-30.26075","30.72617","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102014","43994638","MAHLASHANA PRIMARY SCHOOL","AMANDAWE, OFF P197 DUDUDU ROAD, NO.4, CELE TA, SCOTTBURGH"
"CELE TA","SCOTTBURGH","AMANDAWE","-30.25732","30.72149","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102014","43994649","TENT AT ZAMA STORE","SCOTTBURGH, AMANDAWE, CELE TA"
"SCOTTBURGH","SCOTTBURGH CENTRAL","41 ALLEN STREET","-30.290088","30.748529","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102015","44060026","SCOTTBURGH HIGH SCHOOL","SCOTTBURGH CENTRAL, 41 ALLEN STREET, SCOTTBURGH"
"SCOTTBURGH","SCOTTBURGH SOUTH","12 RAYMOND AVENUE","-30.30286","30.74227","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102015","44060105","SCOTTBURGH PRE-PRIMARY SCHOOL","SCOTTBURGH SOUTH, 12 RAYMOND AVENUE, SCOTTBURGH"
"ZEMBENI","UMKOMAAS","OGQOLWENI, AMAHLONGWA","-30.24037","30.72012","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102016","43990522","AMAHLONGWA METHODIST CHURCH","UMKOMAAS, OGQOLWENI, AMAHLONGWA, ZEMBENI"
"SCOTTBURGH","AMAHLONGWA","ZEMBENI TA","-30.235861","30.730798","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102016","43990533","KWAHLUZINGQONDO HIGH SCHOOL","AMAHLONGWA, ZEMBENI TA, SCOTTBURGH"
"ZEMBENI TA","SCOTTBURGH","OGQOLWENI AREA","-30.246879","30.738318","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102016","43995055","BRINGING HOPE CRECHE","SCOTTBURGH, OGQOLWENI AREA, ZEMBENI TA"
"CELE TA, SCOTTBURGH","BHAKAJANA AREA","P197 DUDUDU MAIN ROAD","-30.25623","30.69212","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102017","43990421","SHONKWENI PRIMARY SCHOOL","BHAKAJANA AREA, P197 DUDUDU MAIN ROAD, CELE TA, SCOTTBURGH"
"CELE TA, SCOTTBURGH","AMANDAWE","1 THEMBA ROAD","-30.25935","30.70914","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102017","43994177","AMANDAWE COMMUNITY CARE CENTRE","AMANDAWE, 1 THEMBA ROAD, CELE TA, SCOTTBURGH"
"CELE TA, SCOTTBURGH","AMAHLONGWA","R197 OLWASINI AREA","-30.209657","30.691961","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43990443","OLWASINI JP SCHOOL","AMAHLONGWA, R197 OLWASINI AREA, CELE TA, SCOTTBURGH"
"UMKOMAAS","KWA-DLANGEZWA, ZEMBENI T/A","WARD 18","-30.182994","30.675509","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43990465","SANDANOLWAZI PRIMARY SCHOOL","KWA-DLANGEZWA, ZEMBENI T/A, WARD 18, UMKOMAAS"
"ZEMBENI TA, UMZINTO","MJUNUNDWINI AREA","DUDUDU MAIN ROAD, WARD 18","-30.177509","30.646799","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43990476","THANDOKWETHU PRIMARY SCHOOL","MJUNUNDWINI AREA, DUDUDU MAIN ROAD, WARD 18, ZEMBENI TA, UMZINTO"
"VULAMEHLO","KWAQIKO","VULINDLELA","-30.151726","30.64171","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43990487","EMHLONHLWENI CRECHE","KWAQIKO, VULINDLELA, VULAMEHLO"
"EZEMBENI","UMKOMAAS","0 AMAHLONGWA","-30.2264","30.72512","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43990555","AMAHLONGWA COMMUNITY HALL","UMKOMAAS, 0 AMAHLONGWA, EZEMBENI"
"ZEMBENI","UMKOMAAS","AMAHLONGWA MISSION","-30.22672","30.71239","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43994627","MMOYENI PRIMARY SCHOOL","UMKOMAAS, AMAHLONGWA MISSION, ZEMBENI"
"CELE TA","SCOTTBURGH","OKHALWENI AREA","-30.203036","30.662727","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102018","43995066","OKHALWENI CRECHE","SCOTTBURGH, OKHALWENI AREA, CELE TA"
"CELE TA, SCOTTBURGH","MGWEMPISI AREA","DUDUDU MAIN ROAD","-30.23632","30.675925","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43990432","CELOKUHLE PRIMARY SCHOOL","MGWEMPISI AREA, DUDUDU MAIN ROAD, CELE TA, SCOTTBURGH"
"UMZINTO","DUDUDU, EZEMBENI TR/A","DUDUDU MAIN RD.","-30.189339","30.607334","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43992760","UCC DUDUDU CHURCH HALL","DUDUDU, EZEMBENI TR/A, DUDUDU MAIN RD., UMZINTO"
"UMZINTO","NTONTONTO, CELE T/A","CELE TA","-30.24071","30.614456","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43993176","NTONTONTO COMBINED PRIMARY SCHOOL","NTONTONTO, CELE T/A, CELE TA, UMZINTO"
"ZEMBENI TA","MJUNUNDU AREA","1 NGWADINI DAM ROAD","-30.175078","30.622795","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43994021","SIYATHOKOZA PRIMARY SCHOOL","MJUNUNDU AREA, 1 NGWADINI DAM ROAD, ZEMBENI TA"
"VULAMEHLO","MAHLABATHINI, CELE T/A","DUDUDU","-30.239635","30.631407","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43994199","MAHLABATHINI CRECHE","MAHLABATHINI, CELE T/A, DUDUDU, VULAMEHLO"
"CELE TA, UMZINTO","MGWEMPISI AREA","OFF DUDUDU ROAD","-30.21772","30.66702","4","KwaZulu-Natal","4403","KZN212 - uMdoni","52102019","43994829","MACEBO PRIMARY SCHOOL","MGWEMPISI AREA, OFF DUDUDU ROAD, CELE TA, UMZINTO"
"CELE K","DWESHULA","ST FAITHS ROAD","-30.5553961","30.267226","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43991488","DWESHULA PRIMARY SCHOOL","DWESHULA, ST FAITHS ROAD, CELE K"
"CELE K","MVOZANA","UMZUMBE","-30.570961","30.314015","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43991501","EMSENI PRIMARY SCHOOL","MVOZANA, UMZUMBE, CELE K"
"CELE K","MEHLOMNYAMA","UMZUMBE","-30.599211","30.334185","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43991635","MEHLOMNYAMA PRIMARY SCHOOL","MEHLOMNYAMA, UMZUMBE, CELE K"
"CELE K","MAWULENI","UMZUMBE","-30.617479","30.283788","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43991657","NGALEKA COMBINED PRIMARY SCHOOL","MAWULENI, UMZUMBE, CELE K"
"CELE K","NYAMANDE","UMZUMBE","-30.6099","30.209728","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43991668","INDIKINI COMMUNITY CENTRE","NYAMANDE, UMZUMBE, CELE K"
"CELE K","DWESHULA","UMZUMBE","-30.559108","30.233904","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43993918","SUNDUZA PRIMARY SCHOOL","DWESHULA, UMZUMBE, CELE K"
"CELE K","MVOZANA","UMZUMBE","-30.552647","30.285055","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103001","43994290","KHANYILE HALL","MVOZANA, UMZUMBE, CELE K"
"MABHELENI","NGCAZOLO","UMZUMBE","-30.526425","30.260874","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43991444","ESIWOYENI  SCHOOL","NGCAZOLO, UMZUMBE, MABHELENI"
"HLUBI","EMAHLUBINI","UMZUMBE","-30.528691","30.19904","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43991477","ST FAITHS COMMUNITY HALL","EMAHLUBINI, UMZUMBE, HLUBI"
"MABHELENI","NGCAZOLO","UMZUMBE","-30.528246","30.293022","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43991499","BUMBENI JUNIOR PRIMARY SCHOOL","NGCAZOLO, UMZUMBE, MABHELENI"
"CELE K","MQANGQALA","UMZUMBE","-30.582478","30.195889","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43991679","ST THOMAS PRIMARY SCHOOL","MQANGQALA, UMZUMBE, CELE K"
"MABHELENI","GUBHUZA","UMZUMBE","-30.480456","30.266117","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43992434","GUBHUZA PRIMARY SCHOOL","GUBHUZA, UMZUMBE, MABHELENI"
"HLUBI","ENKULU","ST FAITHS","-30.53354","30.21497","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103002","43993693","MAYIYANA HIGH SCHOOL","ENKULU, ST FAITHS, HLUBI"
"CELE P","THALENI","UMZUMBE","-30.52958","30.16783","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43991466","HLWATHIKA PRIMARY SCHOOL","THALENI, UMZUMBE, CELE P"
"CELE P","MFANGISALE","UMZUMBE","-30.479107","30.152665","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992254","MAKHOWANE PRIMARY SCHOOL","MFANGISALE, UMZUMBE, CELE P"
"NHLANGWINI","OLUPHEPHENI","UMZUMBE","-30.466392","30.152485","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992344","OXOLWENI PRIMARY SCHOOL","OLUPHEPHENI, UMZUMBE, NHLANGWINI"
"CELE P","DEYI","UMZUMBE","-30.485748","30.165903","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992355","MQHAKAMA HIGH SCHOOL","DEYI, UMZUMBE, CELE P"
"CELE P","KWANGUZA","UMZUMBE","-30.53028","30.13023","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992704","SIYAKHONA PRIMARY SCHOOL","KWANGUZA, UMZUMBE, CELE P"
"CELE P","KWANGUZA AREA","UMZUMBE","-30.50171","30.12911","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992883","KWANGUZA PRIMARY SCHOOL","KWANGUZA AREA, UMZUMBE, CELE P"
"HLUBI","DEYI","UMZUMBE","-30.501967","30.215949","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103003","43992906","MARIA TROST MISSION","DEYI, UMZUMBE, HLUBI"
"CELE P","MFANGISALE","UMZUMBE","-30.453963","30.091853","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992142","DUBANDLELA HIGH SCHOOL","MFANGISALE, UMZUMBE, CELE P"
"BHEKANI","NOMAGEJE","UMZUMBE","-30.44206","30.11563","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992153","NOMAGEJE PRIMARY SCHOOL","NOMAGEJE, UMZUMBE, BHEKANI"
"CELE P","NHLALWANE","UMZUMBE","-30.45673","30.08012","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992164","NHLALWANE  PRIMARY SCHOOL","NHLALWANE, UMZUMBE, CELE P"
"NHLANGWINI TRIBAL AUTHORITY","PHUNGASHE","OPHEPHENI","-30.425519943237305","30.153276443481445","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992243","PHUNGASHE MAGISTRATE COURT","PHUNGASHE, OPHEPHENI, NHLANGWINI TRIBAL AUTHORITY"
"NHLANGWINI","MFOMFO","UMZUMBE","-30.419231","30.143902","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992333","BHEKAMEVA HIGH SCHOOL","MFOMFO, UMZUMBE, NHLANGWINI"
"NHLANGWINI","OLUPHEPHENI","UMZUMBE","-30.417993","30.150519","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43992861","ISINAMUVA HIGH SCHOOL","OLUPHEPHENI, UMZUMBE, NHLANGWINI"
"NHLANGWINI","OLUPHEPHENI","UMZUMBE","-30.43885","30.14719","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103004","43994694","MAGUGU P. SCHOOL","OLUPHEPHENI, UMZUMBE, NHLANGWINI"
"THULINI","EBHUNWINI","MTHWALUME","-30.511002","30.617312","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103005","43990803","BONGINDUNA PRIMARY SCHOOL","EBHUNWINI, MTHWALUME, THULINI"
"THULINI","MGWABA","MTHWALUME","-30.500638","30.623621","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103005","43990825","FREE CHRISTIAN BROTHERS CHURCH","MGWABA, MTHWALUME, THULINI"
"MTHWALUME","MTHWALUME","98 FOREPEAK RD","-30.49666","30.62864","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103005","44010010","MTWALUME CHRISTIAN CENTRE","MTHWALUME, 98 FOREPEAK RD, MTHWALUME"
"NYAVINI","GOBHAMEHLO","UMZUMBE","-30.390793","30.342488","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43991028","NHLASANE PRIMARY SCHOOL","GOBHAMEHLO, UMZUMBE, NYAVINI"
"NHLANGWINI","HLOKOZI","QHAMUKA","-30.3890036","30.2700826","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43992265","MASIPHATHISANE CRECHE","HLOKOZI, QHAMUKA, NHLANGWINI"
"NHLANGWINI","NKALOKAZI","UMZUMBE","-30.417501","30.252297","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43992366","SOVIYO LOWER PRIMARY SCHOOL","NKALOKAZI, UMZUMBE, NHLANGWINI"
"MABHELENI","THALENI","UMZUMBE","-30.442143","30.320847","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43992423","MABHELENI COMMUNITY HALL","THALENI, UMZUMBE, MABHELENI"
"MABHELENI","UMZUMBE","NGWENDA","-30.430326","30.300403","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43992445","KWANGWENDA PRIMARY SCHOOL","UMZUMBE, NGWENDA, MABHELENI"
"NYAVINI","NYAVINI","GOBHAMEHLO","-30.38784","30.32124","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43992917","BHANOYI COMMUNITY HALL","NYAVINI, GOBHAMEHLO, NYAVINI"
"NYAVINI","NO.7","UMZUMBE","-30.3682","30.35011","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103006","43994740","NO. 7 CRECHE","NO.7, UMZUMBE, NYAVINI"
"NDELU","UMSIKAZI","UMZUMBE","-30.431669","30.420635","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43990690","ISANGQU PRIMARY SCHOOL","UMSIKAZI, UMZUMBE, NDELU"
"NYAVINI","NYAVINI","UMZUMBE","-30.404473","30.383848","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43990702","NYAVINI PRIMARY SCHOOL","NYAVINI, UMZUMBE, NYAVINI"
"XABA","MSIKAZI","UMZUMBE","-30.439511","30.469561","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43990724","UMSIKAZI PRIMARY SCHOOL","MSIKAZI, UMZUMBE, XABA"
"NYAVINI","WOHLO","UMZUMBE","-30.353591","30.333926","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43992276","NONGWINYA JUNIOR PRIMARY SCHOOL","WOHLO, UMZUMBE, NYAVINI"
"NYAVINI","WOHLO","UMZUMBE","-30.358688","30.369745","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43993097","ZISUKUMELE PRIMARY SCHOOL","WOHLO, UMZUMBE, NYAVINI"
"NYAVINI","ENKULU","UMZUMBE","-30.385777","30.366578","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43993637","MNGOMENI HIGH SCHOOL","ENKULU, UMZUMBE, NYAVINI"
"NYAVINI","NYAVINI","UMZUMBE","-30.34598","30.35881","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43994751","MAQHIKIZANA CRECHE","NYAVINI, UMZUMBE, NYAVINI"
"UMZUMBE","UNDADENI","UNDADENI","-30.45306","30.51956","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103007","43995112","ODADENI TENT","UNDADENI, UNDADENI, UMZUMBE"
"DUNGENI","RIDGE FARM","UMZUMBE","-30.350776","30.412903","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43990735","AMAHLAYA PRIMARY SCHOOL","RIDGE FARM, UMZUMBE, DUNGENI"
"ZIMPETHUZENDLOVU","MATHAFENI","UMZUMBE","-30.33988","30.461385","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43990746","NOGODUKA COMMUNITY HALL","MATHAFENI, UMZUMBE, ZIMPETHUZENDLOVU"
"DUNGENI","MGAYI","UMZUMBE","-30.370516","30.443355","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43990993","GOBUME HIGH SCHOOL","MGAYI, UMZUMBE, DUNGENI"
"ZIMPETHUZENDLOVU","MBEYANE","UMZUMBE","-30.350309","30.488035","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43993110","NOBUZWE SCHOOL","MBEYANE, UMZUMBE, ZIMPETHUZENDLOVU"
"DUNGENI","MGAYI","UMZUMBE","-30.385147","30.475534","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43993266","MGAYI PRIMARY SCHOOL","MGAYI, UMZUMBE, DUNGENI"
"DUNGENI","MGAYI","UMZUMBE","-30.37653","30.47098","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103008","43993558","AMEN CRECHE","MGAYI, UMZUMBE, DUNGENI"
"QOLOQOLO","EKHWANINI","UMZUMBE","-30.464426","30.535156","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43990870","WILDER JUNIOR PRIMARY SCHOOL","EKHWANINI, UMZUMBE, QOLOQOLO"
"QOLOQOLO","MTHWALUME MISSION","UMZUMBE","-30.449795","30.534952","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43990892","MTWALUME HIGH SCHOOL","MTHWALUME MISSION, UMZUMBE, QOLOQOLO"
"QOLOQOLO","NHLANHLENI","UMZUMBE","-30.420891","30.547649","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43990904","KWA-BHAVU HIGH SCHOOL","NHLANHLENI, UMZUMBE, QOLOQOLO"
"QOLOQOLO","NHLANHLENI","UMZUMBE","-30.4438191","30.540577","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43992669","QOLOQOLO TRIBAL COURT","NHLANHLENI, UMZUMBE, QOLOQOLO"
"QOLOQOLO","NHLANHLENI","UMZUMBE","-30.418733","30.573865","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43992827","FUNDEDUZE COMBINED PRIMARY SCHOOL","NHLANHLENI, UMZUMBE, QOLOQOLO"
"DUNGENI","UMZUMBE","EZITENDENI KAJEZA","-30.38561","30.48966","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103009","43994975","KWAJEZA TRADING STORE","UMZUMBE, EZITENDENI KAJEZA, DUNGENI"
"THULINI","TURTON","UMZUMBE","-30.50511","30.59553","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103010","43990836","BANTU CONGEGATIONAL CHURCH","TURTON, UMZUMBE, THULINI"
"THULINI","NYANGWINI","ISIPOFU","-30.498518","30.577481","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103010","43990960","ESIBANINI COMMUNITY HALL","NYANGWINI, ISIPOFU, THULINI"
"THULINI","UMZUMBE","ESIQUNGENI","-30.504025","30.566652","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103010","43994773","ESIQUNGENI TENT","UMZUMBE, ESIQUNGENI, THULINI"
"THULINI","MAHWAQA","MTHWALUME","-30.527686","30.541253","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103011","43990948","BHEKISIZWE CRECHE","MAHWAQA, MTHWALUME, THULINI"
"THULINI","NYANGWINI","MTHWALUME","-30.50638","30.54529","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103011","43990959","BONGUZWANE SECONDARY SCHOOL","NYANGWINI, MTHWALUME, THULINI"
"THULINI","NYANGWINI","MTHWALUME","-30.503725","30.551657","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103011","43993941","NHLABAMKHOSI TRAINING CENTRE","NYANGWINI, MTHWALUME, THULINI"
"THULINI","ESIQUNGENI","NYANGWINI","-30.513606","30.549928","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103011","43993974","AFRICA CHURCH","ESIQUNGENI, NYANGWINI, THULINI"
"MABHELENI","THALENI","ISIPOFU","-30.49339","30.32565","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43990689","MFIMFITHA MPCC","THALENI, ISIPOFU, MABHELENI"
"QWABE N","MNGENI","UMZUMBE","-30.482265","30.488562","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43990937","ENKUNGWINI COMBINED PRIMARY SCHOOL","MNGENI, UMZUMBE, QWABE N"
"BOMBO","THALENI","UMZUMBE","-30.477127","30.369299","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43991017","INQOLOBANE JUNIOR SECONDARY SCHOOL","THALENI, UMZUMBE, BOMBO"
"MABHELENI","THOFETHI","UMZUMBE","-30.45005","30.38615","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43993378","SBONGUJEKE HIGH SCHOOL","THOFETHI, UMZUMBE, MABHELENI"
"MABHELENI","FOKSENI","UMZUMBE","-30.46254","30.417735","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43993626","BHEKAMANDELU HIGH SCHOOL","FOKSENI, UMZUMBE, MABHELENI"
"MABHELENI","UMZUMBE","THALENI","-30.446979","30.316194","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43993929","TENT AT THUTHUKANI ","UMZUMBE, THALENI, MABHELENI"
"NDELU","FOKSENI","ISIPHOFU","-30.467456817626953","30.411178588867188","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43993952","HLABA PRIMARY SCHOOL","FOKSENI, ISIPHOFU, NDELU"
"MABHELENI","THALENI","UMZUMBE","-30.4552","30.3404","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103012","43994403","SBONGUMFEKA HIGH SCHOOL","THALENI, UMZUMBE, MABHELENI"
"NDELU","ENKULU","UMZUMBE","-30.53154","30.386833","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43991039","ODEKE COMBINED PRIMARY SCHOOL","ENKULU, UMZUMBE, NDELU"
"NDELU","UMSWILILI","UMZUMBE","-30.553638","30.389517","4","KwaZulu-Natal","4404","KZN213 - uMzumbe","52103013","43991073","MVUTHULUKA HIGH SCHOOL","UMSWILILI, UMZUMBE, NDELU"
